datetime,portfolio_value,cash,return
2023-12-15 09:30:00-05:00,100000.0,100000.0,
2023-12-16 09:30:00-05:00,100000.0,53051.0009765625,0.0
2023-12-18 09:30:00-05:00,100339.60207519532,53241.6009765625,0.0033960207519532215
2023-12-19 09:30:00-05:00,100494.6008544922,53241.6009765625,0.0015447418176994798
2023-12-20 09:30:00-05:00,100637.60012207032,53241.6009765625,0.0014229547295299128
2023-12-21 09:30:00-05:00,100374.59963378907,53241.6009765625,-0.0026133422096933367
2023-12-22 09:30:00-05:00,100627.59951171876,53241.6009765625,0.002520556782819039
2023-12-23 09:30:00-05:00,100627.59951171876,53241.6009765625,0.0
2023-12-26 09:30:00-05:00,100648.60170898438,53241.6009765625,0.00020871209655726197
2023-12-27 09:30:00-05:00,100785.60122070313,53241.6009765625,0.0013611665675681284
2023-12-28 09:30:00-05:00,100929.60146484376,53241.6009765625,0.0014287779444337456
2023-12-29 09:30:00-05:00,100890.6,53241.6009765625,-0.0003864224595926391
2023-12-30 09:30:00-05:00,100890.6,53241.6009765625,0.0
